,Name,name,typee,sector,country,joinnned_on
5163,,TOPGUARD SECURITY,Company,Industrial Support Services,Ukraine,2022-01-13
5164,,"ŽALVARIS, JSC",Small or Medium-sized Enterprise,Industrial Support Services,Lithuania,2022-01-13
5165,,ARTION SOULAKOS A.E.,Small or Medium-sized Enterprise,Industrial Support Services,Greece,2022-01-13
5166,,Construcciones y Prestaciones Petroleras S.A. CPP,Company,Diversified,Ecuador,2022-01-13
5167,,LOS CHORIS CIA LTDA,Small or Medium-sized Enterprise,Diversified,Ecuador,2022-01-13
5168,,"SG Hemera Capital Partners - SGOIC, SA",Small or Medium-sized Enterprise,Diversified,Angola,2022-01-13
5169,,"Garcia Riera, S.L.",Small or Medium-sized Enterprise,Construction & Materials,Spain,2022-01-13
5170,,DOTSOFT S.A.,Small or Medium-sized Enterprise,Software & Computer Services,Greece,2022-01-13
5171,,BISA SEGUROS Y REASEGUROS S.A.,Company,Nonlife Insurance,Bolivia,2022-01-13
5172,,EQUINOXAIR S.A.S.,Small or Medium-sized Enterprise,Diversified,Ecuador,2022-01-13
5173,,COMPAÑÍA MINERA MOLLOPONGO COMIMOLL S.A.,Small or Medium-sized Enterprise,Industrial metals and mining,Ecuador,2022-01-13
5174,,MINERA DE METÁLICOS COLIBRIMINING C.A.,Small or Medium-sized Enterprise,Industrial metals and mining,Ecuador,2022-01-13
5175,,EXPORTADORA AURIFERA S.A. EXPAUSA,Small or Medium-sized Enterprise,Industrial metals and mining,Ecuador,2022-01-13
5176,,Biotech Bolivia Ltda.,Small or Medium-sized Enterprise,Medical equipment and services; Health care providers,Bolivia,2022-01-13
5177,,AB PAYSTRAX,Small or Medium-sized Enterprise,Finance and credit services,Lithuania,2022-01-13
5178,,TASMIM,Small or Medium-sized Enterprise,Construction & Materials,Senegal,2022-01-13
5179,,EDIMCA C.A.,Company,Diversified,Ecuador,2022-01-13
5180,,Fábrica de Envases S.A. FADESA,Company,Diversified,Ecuador,2022-01-13
5181,,Al Shatta for Technical Engineering,Small or Medium-sized Enterprise,Electricity,Lebanon,2022-01-12
5182,,Nucleus Ventures,Small or Medium-sized Enterprise,Industrial Support Services,Lebanon,2022-01-12
5183,,ARARATBANK OJSC,Company,Banks,Armenia,2022-01-12
5184,,ATAS AERONAUTIK SDN BHD,Small or Medium-sized Enterprise,Aerospace & Defense,Malaysia,2022-01-12
5185,,Resource Group,Company,Diversified,Lebanon,2022-01-12
5186,,Weatherford International PLC,Company,"Oil, gas, & coal",Ireland,2022-01-12
5187,,BORUSAN MANNESMANN BORU SAN.TIC.A.S.,Company,Diversified,Türkiye,2022-01-11
5188,,Borusan Cat - Borusan Makina ve Guc Sistemleri A.S.,Company,Retailers,Türkiye,2022-01-11
5189,,Borusan Otomotiv İthalat ve Dağıtım A.Ş.,Company,Diversified,Türkiye,2022-01-11
5190,,Deterra Royalties,Small or Medium-sized Enterprise,Financial Services,Australia,2022-01-10
5191,,Nippon Gases Euro-Holding S.L.U.,Company,Diversified,Spain,2022-01-10
5192,,Limited Liability Company «STATUSKVO» (Parimatch BY),Small or Medium-sized Enterprise,Software & Computer Services,Belarus,2022-01-07
5193,,kdc/one,Company,Personal Goods,Canada,2022-01-06
5194,,Zhejiang Geely Holding Group Co. Ltd.,Company,Automobiles & Parts,China,2022-01-06
5195,,"Aozora Bank, Ltd.",Company,Banks,Japan,2022-01-06
5196,,"ELECOM CO., LTD.",Company,Electronic & Electrical Equipment,Japan,2022-01-06
5197,,Fundación ESSERI,NGO Local,Not Applicable,Argentina,2022-01-04
5198,,Neix S.A.,Small or Medium-sized Enterprise,Financial Services,Argentina,2022-01-04
5199,,Fundación Prevención SAR Ecuador,Foundation,Not Applicable,Ecuador,2022-01-04
5200,,TARIMAS AMERICA FCAMELIA S. DE R.L. DE C.V.,Small or Medium-sized Enterprise,Diversified,Mexico,2022-01-04
5201,,Municipalidad de Río Primero,City,Not Applicable,Argentina,2022-01-04
5202,,Fundación Hospital Enrique Vera Barros,Foundation,Not Applicable,Argentina,2022-01-04
5203,,Hinojosa Packaging Group S.L.,Company,Industrial materials,Spain,2022-01-04
5204,,Panasonic Holdings Corporation,Company,Electronic & Electrical Equipment,Japan,2022-01-04
5205,,Legible,Small or Medium-sized Enterprise,Media,Canada,2022-01-04
5206,,Africa Oil Corp.,Small or Medium-sized Enterprise,"Oil, gas, & coal",United Kingdom,2022-01-04
5207,,Rexford Industrial Realty,Small or Medium-sized Enterprise,Real Estate Investment Trusts,United States of America,2022-01-04
5208,,Allnex USA,Company,Diversified,United States of America,2022-01-04
5209,,AlixPartners LLP,Company,Financial Services,United States of America,2022-01-04
5210,,AHORRAMAS S.A.,Company,Retailers,Spain,2022-01-02
5211,,"Jiangxi Weihua Chemical Co., Ltd.",Small or Medium-sized Enterprise,Chemicals,China,2021-12-31
5212,,Minyoun Hospitality Corporation Ltd.,Small or Medium-sized Enterprise,Travel & Leisure,China,2021-12-31
5213,,"Changzhou Evergreen Technology Co.,LTD.",Company,General Industrials,China,2021-12-31
5214,,ISYS LLC,Small or Medium-sized Enterprise,Software & Computer Services,Tajikstan,2021-12-31
5215,,"Wuxi Xizhou Machinery Co., Ltd. 无锡锡州机械有限公司",Company,Automobiles & Parts,China,2021-12-31
5216,,"Shanghai Yuxuan Printing (Group ) Co., Ltd",Small or Medium-sized Enterprise,Industrial Support Services,China,2021-12-31
5217,,Environmental Services Pakistan (Private) Limited,Small or Medium-sized Enterprise,Industrial Support Services,Pakistan,2021-12-31
5218,,I SUPPLIER,Small or Medium-sized Enterprise,Software & Computer Services,France,2021-12-30
5219,,Dyvem Logistics,Small or Medium-sized Enterprise,Industrial Engineering,France,2021-12-30
5220,,Anthro-Analytics,Small or Medium-sized Enterprise,Diversified,Ireland,2021-12-30
5221,,TruRisk Ltd,Small or Medium-sized Enterprise,Software & Computer Services,Ireland,2021-12-30
5222,,SYNLAB AG,Company,Medical equipment and services; Health care providers,Germany,2021-12-30
5223,,ORSOFT GmbH,Small or Medium-sized Enterprise,Software & Computer Services,Germany,2021-12-30
5224,,EQS Group AG,Company,Software & Computer Services,Germany,2021-12-30
5225,,NEVEON,Company,Diversified,Austria,2021-12-30
5226,,Synergia Ltd,Small or Medium-sized Enterprise,Alternative Energy,United Kingdom,2021-12-30
5227,,Richter Premium Hotelservice GmbH,Company,Diversified,Germany,2021-12-30
5228,,Euroimpresa srl,Small or Medium-sized Enterprise,Industrial Transportation,Italy,2021-12-30
5229,,TecAlliance GmbH,Company,Software & Computer Services,Germany,2021-12-30
5230,,Hyde Group Holdings Ltd.,Company,Industrial Engineering,United Kingdom,2021-12-30
5231,,Alpha Innovations,Small or Medium-sized Enterprise,Electronic & Electrical Equipment,Belgium,2021-12-30
5232,,THOST Projektmanagement GmbH,Company,Diversified,Germany,2021-12-30
5233,,Kardex Holding AG,Company,General Industrials,Switzerland,2021-12-30
5234,,Losberger De Boer Holding GmbH,Company,Diversified,Germany,2021-12-30
5235,,Arbonia AG,Company,Construction & Materials,Switzerland,2021-12-30
5236,,MIDA spa,Small or Medium-sized Enterprise,Diversified,Italy,2021-12-30
5237,,Acres Engineering Limited,Small or Medium-sized Enterprise,Industrial Engineering,United Kingdom,2021-12-30
5238,,DUO PLAST AG,Small or Medium-sized Enterprise,General Industrials,Germany,2021-12-30
5239,,Trifork Holding AG,Company,Software & Computer Services,Switzerland,2021-12-30
5240,,DONAU Versicherung AG Vienna Insurance Group,Company,Nonlife Insurance,Austria,2021-12-30
5241,,Gravis Capital Management,Small or Medium-sized Enterprise,"Oil, gas, & coal",United Kingdom,2021-12-30
5242,,Bien-Zenker GmbH,Company,Household Goods & Home Construction,Germany,2021-12-30
5243,,COOPROGETTI SOC. COOP.,Small or Medium-sized Enterprise,Diversified,Italy,2021-12-30
5244,,Fieldwork Education Ltd,Small or Medium-sized Enterprise,Diversified,United Kingdom,2021-12-30
5245,,BG3000 Service GmbH,Small or Medium-sized Enterprise,Diversified,Germany,2021-12-30
5246,,Bacardi Global Brands Limited,Small or Medium-sized Enterprise,Beverages,United Kingdom,2021-12-30
5247,,Amptown System Company,Small or Medium-sized Enterprise,Technology Hardware & Equipment,Germany,2021-12-30
5248,,Belstone Dart International Limited,Small or Medium-sized Enterprise,Diversified,United Kingdom,2021-12-30
5249,,Advantio Ltd,Small or Medium-sized Enterprise,Software & Computer Services,Ireland,2021-12-30
5250,,ProChema GmbH,Small or Medium-sized Enterprise,Chemicals,Austria,2021-12-30
5251,,Kahl GmbH & Co KG,Small or Medium-sized Enterprise,Diversified,Germany,2021-12-30
5252,,Welding Alloys Group,Company,Industrial metals and mining,United Kingdom,2021-12-30
5253,,Aenova Group GmbH,Company,Pharmaceuticals & Biotechnology,Germany,2021-12-30
5254,,Planetel S.p.A.,Small or Medium-sized Enterprise,Telecommunications equipment; telecommunications service providers,Italy,2021-12-30
5255,,fresh id Products Berlin GmbH,Small or Medium-sized Enterprise,Diversified,Germany,2021-12-30
5256,,Innovatec S.p.A,Small or Medium-sized Enterprise,Diversified,Italy,2021-12-30
5257,,Alberto Aspesi & C SPA,Small or Medium-sized Enterprise,Personal Goods,Italy,2021-12-30
5258,,Endava PLC,Company,Software & Computer Services,United Kingdom,2021-12-30
5259,,GARBE Institutional Capital GmbH,Small or Medium-sized Enterprise,Real Estate Investment & Services development,Germany,2021-12-30
5260,,Zordan SRL SB,Small or Medium-sized Enterprise,General Industrials,Italy,2021-12-30
5261,,Ten10 Solutions Ltd,Company,Software & Computer Services,United Kingdom,2021-12-30
5262,,A. Kayser Automotive Systems GmbH,Company,Automobiles & Parts,Germany,2021-12-30
5263,,Bucher Industries,Company,Industrial Engineering,Switzerland,2021-12-30
5264,,TCC GLOBAL,Company,Diversified,Netherlands,2021-12-30
5265,,Invest-NL,Small or Medium-sized Enterprise,Financial Services,Netherlands,2021-12-30
5266,,Amiblu Holding GmbH,Company,Construction & Materials,Austria,2021-12-30
5267,,BuyCo,Small or Medium-sized Enterprise,Software & Computer Services,France,2021-12-30
5268,,Söderberg & Partners Holding AB,Company,Financial Services,Sweden,2021-12-30
5269,,Digimind,Small or Medium-sized Enterprise,Software & Computer Services,France,2021-12-30
5270,,Ecorus Energy B.V.,Small or Medium-sized Enterprise,Electricity,Netherlands,2021-12-30
5271,,BICO Group AB,Company,Pharmaceuticals & Biotechnology,Sweden,2021-12-30
5272,,6 Sans Event,Small or Medium-sized Enterprise,"Oil, gas, & coal",Norway,2021-12-30
5273,,GREEN FAMILY,Small or Medium-sized Enterprise,Retailers,France,2021-12-30
5274,,SUND Group,Small or Medium-sized Enterprise,Household Goods & Home Construction,Germany,2021-12-30
5275,,PCF GmbH,Company,Construction & Materials,Germany,2021-12-30
5276,,Royal van Eerd,Small or Medium-sized Enterprise,General Industrials,Netherlands,2021-12-30
5277,,Paulmann Licht GmbH,Company,Household Goods & Home Construction,Germany,2021-12-30
5278,,EGAMO,Small or Medium-sized Enterprise,Financial Services,France,2021-12-30
5279,,Les Robinets PRESTO,Small or Medium-sized Enterprise,Construction & Materials,France,2021-12-30
5280,,GROUPE PROMAN,Company,Industrial Support Services,France,2021-12-30
5281,,ARNOLD UMFORMTECHNIK GmbH & Co. KG,Company,General Industrials,Germany,2021-12-30
5282,,Fusion Global Business Solutions,Small or Medium-sized Enterprise,Software & Computer Services,United Kingdom,2021-12-30
5283,,Vitesco Technologies Group AG,Company,Diversified,Germany,2021-12-30
5284,,Syquant Capital,Small or Medium-sized Enterprise,Financial Services,France,2021-12-30
5285,,Eulidia,Small or Medium-sized Enterprise,Software & Computer Services,France,2021-12-30
5286,,Knowit AB (Publ),Company,Software & Computer Services,Sweden,2021-12-30
5287,,CSUB,Small or Medium-sized Enterprise,Diversified,Norway,2021-12-30
5288,,ProCredit Holding,Company,Banks,Germany,2021-12-30
5289,,KPMG Iceland,Company,Diversified,Iceland,2021-12-30
5290,,PELLET ASC,Small or Medium-sized Enterprise,General Industrials,France,2021-12-30
5291,,AUTOROUTE DE LIAISON SEINE-SARTHE (ALiS),Small or Medium-sized Enterprise,Industrial Transportation,France,2021-12-30
5292,,Big Happy - SAS WILLIAM,Small or Medium-sized Enterprise,Diversified,France,2021-12-30
5293,,Vöslauer Mineralwasser GmbH,Small or Medium-sized Enterprise,Beverages,Austria,2021-12-30
5294,,HEROIKS,Company,Media,France,2021-12-30
5295,,K2A Knaust & Andersson Fastigheter,Small or Medium-sized Enterprise,Real Estate Investment & Services development,Sweden,2021-12-30
5296,,AMEXIO,Company,Software & Computer Services,France,2021-12-30
5297,,FOUSSIER,Company,Retailers,France,2021-12-30
5298,,SAS Kaneva,Small or Medium-sized Enterprise,Media,France,2021-12-30
5299,,Cavator GmbH,Small or Medium-sized Enterprise,Construction & Materials,Germany,2021-12-30
5300,,FREYR,Small or Medium-sized Enterprise,Electronic & Electrical Equipment,Norway,2021-12-30
5301,,Zur Rose Group AG,Company,Retailers,Switzerland,2021-12-30
5302,,COMPTOIR RHODANIEN,Small or Medium-sized Enterprise,Food Producers,France,2021-12-30
5303,,everphone GmbH,Small or Medium-sized Enterprise,Technology Hardware & Equipment,Germany,2021-12-30
5304,,Pollex AB,Small or Medium-sized Enterprise,Construction & Materials,Sweden,2021-12-30
5305,,SpareBank 1 Østfold Akershus,Small or Medium-sized Enterprise,Banks,Norway,2021-12-30
5306,,Principle Global,Company,Construction & Materials,United Kingdom,2021-12-30
5307,,Star Service,Company,Industrial Transportation,France,2021-12-30
5308,,Archimage,Small or Medium-sized Enterprise,Industrial Support Services,France,2021-12-30
5309,,Embracer Group,Company,Software & Computer Services,Sweden,2021-12-30
5310,,Hoffmann SE,Company,Retailers,Germany,2021-12-30
5311,,QUINZE TRANSFERT,Small or Medium-sized Enterprise,Diversified,France,2021-12-30
5312,,Bundesdruckerei Gruppe GmbH,Company,Technology Hardware & Equipment,Germany,2021-12-30
5313,,Squire Patton Boggs UK LLP,Company,Diversified,United Kingdom,2021-12-30
5314,,Element Materials Technology,Company,Industrial Support Services,United Kingdom,2021-12-30
5315,,Kaufman & Broad,Company,Real Estate Investment & Services development,France,2021-12-30
5316,,CRIF S.p.A.,Company,Financial Services,Italy,2021-12-30
5317,,Johnson Matthey,Company,Chemicals,United Kingdom,2021-12-30
5318,,Alpha Real Capital LLP,Small or Medium-sized Enterprise,Finance and credit services,United Kingdom,2021-12-30
5319,,Bryt Energy,Small or Medium-sized Enterprise,Alternative Energy,United Kingdom,2021-12-30
5320,,Trussardi SPA,Company,Personal Goods,Italy,2021-12-30
5321,,LOG,Small or Medium-sized Enterprise,Diversified,Israel,2021-12-30
5322,,ZETES INDUSTRIES SA,Company,Software & Computer Services,Belgium,2021-12-30
5323,,Panache Technohub Limited,Small or Medium-sized Enterprise,Software & Computer Services,Kenya,2021-12-28
5324,,AstraZeneca Egypt,Company,Pharmaceuticals & Biotechnology,Egypt,2021-12-28
5325,,Food-ATM,Small or Medium-sized Enterprise,Food Producers,United Arab Emirates,2021-12-23
5326,,Bergner Europe SL,Small or Medium-sized Enterprise,Household Goods & Home Construction,Spain,2021-12-23
5327,,Individual Entrepreneur Myroslav Khmarskyi,Small or Medium-sized Enterprise,Diversified,Ukraine,2021-12-23
5328,,"SENER GRUPO DE INGENIERIA, S.A.",Company,Industrial Engineering,Spain,2021-12-23
5329,,ALPHA TRUST,Small or Medium-sized Enterprise,Financial Services,Greece,2021-12-23
5330,,Sapari,NGO Local,Not Applicable,Georgia,2021-12-23
5331,,EOH,Company,Software & Computer Services,South Africa,2021-12-23
5332,,Karsan Automotive,Company,Automobiles & Parts,Türkiye,2021-12-23
5333,,SOCAR TURKEY,Company,"Oil, gas, & coal",Türkiye,2021-12-23
5334,,ADM Elektrik Dağıtım A.Ş.,Company,Electricity,Türkiye,2021-12-23
5335,,GDZ Elektrik Dağıtım A.Ş.,Company,Electricity,Türkiye,2021-12-23
5336,,Aydem Elektrik Perakende Satış A.Ş.,Company,Electricity,Türkiye,2021-12-23
5337,,Gediz Elektrik Perakende Satış A.Ş.,Company,Electricity,Türkiye,2021-12-23
5338,,Commercial Bank,Company,Banks,Qatar,2021-12-23
5339,,BENITO MENNI CASM-HERMANAS HOSPITALARIAS SAGRADO CORAZON DE JESUS,Public Sector Organization,Not Applicable,Spain,2021-12-22
5340,,SAN MARTIN MINERIA COLOMBIA S.A.S,Small or Medium-sized Enterprise,Industrial metals and mining,Colombia,2021-12-22
5341,,"Dellent Consulting, Lda",Small or Medium-sized Enterprise,Software & Computer Services,Portugal,2021-12-22
5342,,Egestec SAS,Small or Medium-sized Enterprise,Chemicals,Colombia,2021-12-22
5343,,TRANSPORTES CI SAS,Small or Medium-sized Enterprise,Industrial Transportation,Colombia,2021-12-22
5344,,Ingeteknia Consultores Ltda,Small or Medium-sized Enterprise,Industrial Support Services,Colombia,2021-12-22
5345,,Marli Technology Solutions Pty Ltd,Small or Medium-sized Enterprise,Software & Computer Services,Australia,2021-12-22
5346,,ACONDICLIMA INGENIERIA Y CONSTRUCCION S.A.S,Small or Medium-sized Enterprise,Industrial Engineering,Colombia,2021-12-22
5347,,Compañia minera esperanza s.a. de c.v.,Small or Medium-sized Enterprise,"Oil, gas, & coal",Mexico,2021-12-22
5348,,Earth Life University,Small or Medium-sized Enterprise,Diversified,Mexico,2021-12-22
5349,,PT Greeneration Indonesia (Ecoxyztem),Small or Medium-sized Enterprise,Diversified,Indonesia,2021-12-22
5350,,JSW Foundation,Foundation,Not Applicable,India,2021-12-22
5351,,BIENES SUSTENTABLES S.A. DE C.V.,Small or Medium-sized Enterprise,Diversified,Mexico,2021-12-22
5352,,Agencia Internacional de Calidad Educativa,Small or Medium-sized Enterprise,Diversified,Mexico,2021-12-22
5353,,Grupo Brisas,Company,Travel & Leisure,Mexico,2021-12-22
5354,,Asesoria Tecnica y Proyectos Industriales de Monterrey S.A. de C.V.,Small or Medium-sized Enterprise,Industrial Support Services,Mexico,2021-12-22
5355,,"SERVICIO DOBLE ESTRELLA DE ALTAMIRA, S.A. DE C.V.",Small or Medium-sized Enterprise,Industrial Support Services,Mexico,2021-12-22
5356,,IDOM Ingeniería S.A. de C.V.,Small or Medium-sized Enterprise,Diversified,Mexico,2021-12-22
5357,,"BR TAEPI, S.A. DE C.V.",Company,Diversified,Mexico,2021-12-22
5358,,Aries Fortalece Tu Patrimonio,Company,Real Estate Investment & Services development,Mexico,2021-12-22
5359,,PineBridge Investments,Company,Financial Services,United States of America,2021-12-22
5360,,Enspire Solutions Pty Ltd,Small or Medium-sized Enterprise,Construction & Materials,Australia,2021-12-22
